city,admin_name,country
New Cassel,New York,United States
Isla Mujeres,Quintana Roo,Mexico
Blunsdon Saint Andrew,Swindon,United Kingdom
Neykkārappatti,Tamil Nādu,India
Sisai,Bihār,India
Asperg,Baden-Württemberg,Germany
Altay,Govĭ-Altay,Mongolia
Bartica,Cuyuni-Mazaruni,Guyana
Whakatane,Bay of Plenty,New Zealand
Titel,Titel,Serbia
Rahui,Bihār,India
Glenmont,Maryland,United States
Brownhills,Walsall,United Kingdom
Stone Ridge,Virginia,United States
Westbury,New York,United States
Lwengo,Lwengo,Uganda
Sukhothai,Sukhothai,Thailand
Patālia,Bihār,India
Villa Juárez,Sonora,Mexico
Isla Vista,California,United States
Mahespur,West Bengal,India
Allestree,Derby,United Kingdom
Eckington,Derbyshire,United Kingdom
White Center,Washington,United States
Épinay-sous-Sénart,Île-de-France,France
Desri,Bihār,India
Hoyland Nether,Barnsley,United Kingdom
Jaltenango,Chiapas,Mexico
Chepstow,Monmouthshire,United Kingdom
Maqsūda,Bihār,India
Giffnock,East Renfrewshire,United Kingdom
Foammulah,Fuvammulah,Maldives
Peshkopi,Dibër,Albania
Targuist,Tanger-Tétouan-Al Hoceïma,Morocco
La Palma,California,United States
Charābidya,West Bengal,India
Wallingford,Oxfordshire,United Kingdom
Uthai Thani,Uthai Thani,Thailand
Seaford,New York,United States
Castle Bromwich,Birmingham,United Kingdom
Vaires-sur-Marne,Île-de-France,France
Edineţ,Edineţ,Moldova
Billère,Nouvelle-Aquitaine,France
Nuevo Ideal,Durango,Mexico
Sarmastpur,Bihār,India
Hévié,Atlantique,Benin
Great Driffield,East Riding of Yorkshire,United Kingdom
Cherryland,California,United States
Chilwell,Nottinghamshire,United Kingdom
Marungūr,Tamil Nādu,India
Saucillo,Chihuahua,Mexico
El Carmen,Cuscatlán,El Salvador
Seïada,Monastir,Tunisia
Tari,Hela,Papua New Guinea
Sedaví,Valencia,Spain
Gombe,Butambala,Uganda
Ormesby,Middlesbrough,United Kingdom
Khānpur,Bihār,India
Princeton Meadows,New Jersey,United States
Ghordaur,Bihār,India
Nohsa,Bihār,India
Voisins-le-Bretonneux,Île-de-France,France
Santa María Jalapa del Marqués,Oaxaca,Mexico
Phra Samut Chedi,Samut Prakan,Thailand
La Magdalena Chichicaspa,México,Mexico
Schwyz,Schwyz,Switzerland
Saint Budeaux,Plymouth,United Kingdom
Kürdəmir,Kürdəmir,Azerbaijan
Blundellsands,Sefton,United Kingdom
Mountain Ash,Rhondda Cynon Taff,United Kingdom
Chandi,West Bengal,India
Rayón,México,Mexico
Saint-Max,Grand Est,France
Cuencamé de Ceniceros,Durango,Mexico
Kapchorwa,Kapchorwa,Uganda
Earlestown,St. Helens,United Kingdom
Snaresbrook,Redbridge,United Kingdom
La Tour-de-Peilz,Vaud,Switzerland
Dzuunmod,Töv,Mongolia
Knutsford,Cheshire East,United Kingdom
El Fuerte,Sinaloa,Mexico
Kamnik,Kamnik,Slovenia
Goh,Bihār,India
Cadereyta,Querétaro,Mexico
Kanungu,Kanungu,Uganda
Zombo,Zombo,Uganda
Santa Venera,Santa Venera,Malta
Santa María Huazolotitlán,Oaxaca,Mexico
Santa Ana,San José,Costa Rica
Ainsdale,Sefton,United Kingdom
Jalpura,Bihār,India
Kottāram,Tamil Nādu,India
Asbury Park,New Jersey,United States
Namanga,Nyamira,Kenya
Saktipur,West Bengal,India
Radviliškis,Radviliškis,Lithuania
Norridge,Illinois,United States
Harper Woods,Michigan,United States
Parilla,Tabasco,Mexico
Karrānah,Ash Shamālīyah,Bahrain
Bou Fekrane,Fès-Meknès,Morocco
Marauatpur,Bihār,India
Zubin Potok,Zubin Potok,Kosovo
Santa Ana,Sonora,Mexico
Haddon,New Jersey,United States
Berkley,Michigan,United States
Chāndpura,Bihār,India
Holyhead,Isle of Anglesey,United Kingdom
Parkstone,,United Kingdom
Phôngsali,Phôngsali,Laos
Calvizzano,Campania,Italy
Chinsali,Muchinga,Zambia
Hazel Park,Michigan,United States
Campbelltown,New South Wales,Australia
Las Veredas,Baja California Sur,Mexico
Sukurhutu,Jhārkhand,India
Kenmore,New York,United States
Wordsley,Dudley,United Kingdom
Liestal,Basel-Landschaft,Switzerland
Trbovlje,Trbovlje,Slovenia
Escuintla,Chiapas,Mexico
Pacific Grove,California,United States
Chêne-Bougeries,Genève,Switzerland
Paro,Paro,Bhutan
Pānāpur Langa,Bihār,India
Sarpavaram,Andhra Pradesh,India
Jasauli,Bihār,India
Culcheth,Warrington,United Kingdom
Cromer,Norfolk,United Kingdom
North New Hyde Park,New York,United States
Sākhmohan,Bihār,India
Ecublens,Vaud,Switzerland
Libertad,San José,Uruguay
Lerma,Campeche,Mexico
Quthing,Quthing,Lesotho
Kidal,Kidal,Mali
Gwanda,Matabeleland South,Zimbabwe
West Park,Florida,United States
San Pedro Jicayán,Oaxaca,Mexico
Masallı,Masallı,Azerbaijan
Masho Khel,Khyber Pakhtunkhwa,Pakistan
Fayrōz Kōh,Ghōr,Afghanistan
Nalerigu,North East,Ghana
Gaurihar Khāliqnagar,Bihār,India
Leopold,Victoria,Australia
South Farmingdale,New York,United States
Woolton,Liverpool,United Kingdom
Katarmāla,Bihār,India
Escaldes-Engordany,Escaldes-Engordany,Andorra
Leāma,Bihār,India
Baucau,Baucau,Timor-Leste
Halawa,Hawaii,United States
Forécariah,Kindia,Guinea
Killamarsh,Derbyshire,United Kingdom
West University Place,Texas,United States
Huétor Vega,Andalusia,Spain
Canegrate,Lombardy,Italy
Sisauna,Bihār,India
Saint-André-les-Vergers,Grand Est,France
Harpur Bochaha,Bihār,India
Highland Park,New Jersey,United States
Bhabānipur,West Bengal,India
Bandlagūda,Andhra Pradesh,India
Parsa,Bihār,India
Le Grand-Saconnex,Genève,Switzerland
Cēsis,Cēsis,Latvia
Sandridge,Hertfordshire,United Kingdom
Fairview,New Jersey,United States
Port Antonio,Portland,Jamaica
Begampur,West Bengal,India
Jesenice,Jesenice,Slovenia
Abergavenny,Monmouthshire,United Kingdom
El Menzel,Fès-Meknès,Morocco
Warsop,Nottinghamshire,United Kingdom
Kotia,Bihār,India
Marabella,San Fernando,Trinidad and Tobago
Gourock,Inverclyde,United Kingdom
Chiautla de Tapia,Puebla,Mexico
Olton,Solihull,United Kingdom
San Josecito,San José,Costa Rica
Tadjourah,Tadjourah,Djibouti
Tierra Colorada,Guerrero,Mexico
Boumia,Drâa-Tafilalet,Morocco
Ozurgeti,Guria,Georgia
Forres,Moray,United Kingdom
Whitefish Bay,Wisconsin,United States
Eisenstadt,Burgenland,Austria
Bandwār,Bihār,India
Hwlffordd,Pembrokeshire,United Kingdom
Garh Sisai,Bihār,India
Oulad Ayyad,Béni Mellal-Khénifra,Morocco
Ahirauliyā,Bihār,India
Villa Unión,Durango,Mexico
Belobaka,Mahajanga,Madagascar
Koog aan de Zaan,Noord-Holland,Netherlands
Sandown,Isle of Wight,United Kingdom
Bottesford,North Lincolnshire,United Kingdom
Rorschach,Sankt Gallen,Switzerland
Berriozar,Navarre,Spain
Lake Stickney,Washington,United States
La Pointe,Nord-Ouest,Haiti
Debar,Debar,Macedonia
Sonoita,Sonora,Mexico
Bang Phlat,Krung Thep Maha Nakhon,Thailand
Bargoed,Caerphilly,United Kingdom
Lykóvrysi,Attikí,Greece
Salida,California,United States
Progreso,Baja California,Mexico
Hambantota,Southern,Sri Lanka
Parlier,California,United States
Djanet,Djanet,Algeria
Biassono,Lombardy,Italy
Oyam,Oyam,Uganda
Maxcanú,Yucatán,Mexico
Coacoatzintla,Veracruz,Mexico
Deodha,Bihār,India
Muttanampālaiyam,Tamil Nādu,India
Māmidipalli,Andhra Pradesh,India
Magugpo Poblacion,Davao del Norte,Philippines
Ewa Beach,Hawaii,United States
Escazú,San José,Costa Rica
Hœnheim,Grand Est,France
Sahtāh,Bihār,India
Trentham,Staffordshire,United Kingdom
Naxxar,Naxxar,Malta
Sigulda,Sigulda,Latvia
Malvinas Argentinas,Córdoba,Argentina
Busumbala,West Coast,The Gambia
Soalandy,Antananarivo,Madagascar
Dhanupra,Bihār,India
Pincourt,Quebec,Canada
Cowley,Hillingdon,United Kingdom
Baruun-Urt,Sühbaatar,Mongolia
Key Biscayne,Florida,United States
Ar Rommani,Rabat-Salé-Kénitra,Morocco
Kemp Mill,Maryland,United States
Falls Church,Virginia,United States
Amtala,West Bengal,India
Ninga,Bihār,India
Wilkinsburg,Pennsylvania,United States
Muna,Yucatán,Mexico
Stiring-Wendel,Grand Est,France
Carnoustie,Angus,United Kingdom
Lemon Hill,California,United States
Tonyrefail,Rhondda Cynon Taff,United Kingdom
East Rancho Dominguez,California,United States
Bariārpur Kāndh,Bihār,India
Clarkston,Georgia,United States
Brislington,"Bristol, City of",United Kingdom
Husepur,Bihār,India
Ucar,Ucar,Azerbaijan
Bharokhara,Bihār,India
Bilauri,Bihār,India
Candelaria,Campeche,Mexico
Chicago Ridge,Illinois,United States
Santiago Tangamandapio,Michoacán,Mexico
Aphaur,Bihār,India
Thames Ditton,Surrey,United Kingdom
Cudworth,Barnsley,United Kingdom
Kavaratti,Lakshadweep,India
Ardmore,Pennsylvania,United States
Wealdstone,Brent,United Kingdom
Birsfelden,Basel-Landschaft,Switzerland
Marsaskala,Marsaskala,Malta
Newport,Kentucky,United States
North Fair Oaks,California,United States
Dasraha Bhogrājpur,Bihār,India
Vellānūr,Tamil Nādu,India
Mathila,Bihār,India
Neftçala,Neftçala,Azerbaijan
Saidpur,Islamabad,Pakistan
Forest Park,Illinois,United States
Haydock,St. Helens,United Kingdom
Villars-sur-Glâne,Fribourg,Switzerland
Jamsaut,Bihār,India
Ville-d’Avray,Île-de-France,France
Pākkam,Tamil Nādu,India
Bhainsahi,Bihār,India
Gillingham,Dorset,United Kingdom
Lambeth,Lambeth,United Kingdom
Linslade,Central Bedfordshire,United Kingdom
Belwa,Bihār,India
Zefýri,Attikí,Greece
Sai Kung Tuk,,Hong Kong
Nor Hachn,Kotayk’,Armenia
Sarafand,Liban-Sud,Lebanon
Hanzviur,Jammu and Kashmīr,India
Edgewater,New Jersey,United States
Flower Hill,Maryland,United States
East Cleveland,Ohio,United States
Kaabong,Kaabong,Uganda
Street,Somerset,United Kingdom
Oakham,Rutland,United Kingdom
Ban Bang Sai,Chon Buri,Thailand
Yuscarán,El Paraíso,Honduras
Raynes Park,Merton,United Kingdom
Velivennu,Andhra Pradesh,India
Negēlē,Oromīya,Ethiopia
Hawaiian Gardens,California,United States
Bukedea,Bukedea,Uganda
Willowick,Ohio,United States
Canatlán,Durango,Mexico
Gladeview,Florida,United States
Khāngāon,Bihār,India
Kronshagen,Schleswig-Holstein,Germany
San Pedro Ixcatlán,Oaxaca,Mexico
Rāmpur Kudarkatti,Bihār,India
Bharra,Bihār,India
Bhālpatti,Bihār,India
Pierre,South Dakota,United States
Astley,Wigan,United Kingdom
Federal Heights,Colorado,United States
Cetinje,Cetinje,Montenegro
Ráth Tó,Meath,Ireland
Talant,Bourgogne-Franche-Comté,France
Olhanpur,Bihār,India
Mayilādi,Tamil Nādu,India
Collingswood,New Jersey,United States
Sjenica,Sjenica,Serbia
Karmauli,Bihār,India
Bishopstoke,Hampshire,United Kingdom
Begampur,West Bengal,India
Cayey,Puerto Rico,Puerto Rico
Akhaltsikhe,Samtskhe-Javakheti,Georgia
Kippax,Leeds,United Kingdom
Déville-lès-Rouen,Normandie,France
Bāgnān,West Bengal,India
Bāwāli,West Bengal,India
Ryhope,Sunderland,United Kingdom
Kalinagar,West Bengal,India
Pelsall,Walsall,United Kingdom
San Gregorio di Catania,Sicilia,Italy
Natshal,West Bengal,India
Huntington,Virginia,United States
Birchington,Kent,United Kingdom
Roselle Park,New Jersey,United States
Bhansia,Bihār,India
Belauncha,Bihār,India
University Heights,Ohio,United States
Chaital,West Bengal,India
Nao Kothi,Bihār,India
Etchojoa,Sonora,Mexico
Kuressaare,Saaremaa,Estonia
Dugny,Île-de-France,France
Stocksbridge,Sheffield,United Kingdom
Risca,Caerphilly,United Kingdom
Flixton,Trafford,United Kingdom
Larbert,Falkirk,United Kingdom
González,Tamaulipas,Mexico
Dishāshah,Banī Suwayf,Egypt
Villecresnes,Île-de-France,France
Chauki,Bihār,India
Plav,Plav,Montenegro
Papraur,Bihār,India
Mīt Damsīs,Ad Daqahlīyah,Egypt
Bexley,Ohio,United States
Waimalu,Hawaii,United States
Saint Ann’s Bay,Saint Ann,Jamaica
Pietà,Pietà,Malta
Tovuz,Tovuz,Azerbaijan
Westmont,New Jersey,United States
Pantelhó,Chiapas,Mexico
Ermoúpoli,Nótio Aigaío,Greece
Akil,Yucatán,Mexico
Sultānpur,Bihār,India
San Luis de La Loma,Guerrero,Mexico
Ascot,Windsor and Maidenhead,United Kingdom
Hemiksem,Flanders,Belgium
Konand,Bihār,India
Kibiito,Bunyangabu,Uganda
Borsbeek,Flanders,Belgium
Bar,Bar,Montenegro
Shorewood,Wisconsin,United States
Kumi,Kumi,Uganda
Lemington,Newcastle upon Tyne,United Kingdom
Ndélé,Bamingui-Bangoran,Central African Republic
Bithān,Bihār,India
Épinay-sur-Orge,Île-de-France,France
Henley on Thames,Oxfordshire,United Kingdom
Olympia Heights,Florida,United States
Royston,Barnsley,United Kingdom
Ang Thong,Ang Thong,Thailand
Shtërpcë,Shtërpcë,Kosovo
Craponne,Auvergne-Rhône-Alpes,France
Chichihualco,Guerrero,Mexico
Aberaman,Rhondda Cynon Taff,United Kingdom
Holbeach,Lincolnshire,United Kingdom
Tavistock,Devon,United Kingdom
Liskeard,Cornwall,United Kingdom
New Silksworth,Sunderland,United Kingdom
Bradford-on-Avon,Wiltshire,United Kingdom
Mesrā,Jhārkhand,India
Little Falls,New Jersey,United States
Hirnyk,Donetska Oblast,Ukraine
Chatteris,Cambridgeshire,United Kingdom
Wyandanch,New York,United States
Männedorf,Zürich,Switzerland
Tres Ríos,Cartago,Costa Rica
Horsell,Surrey,United Kingdom
Shāhpur Baghauni,Bihār,India
New Carrollton,Maryland,United States
Rahiār Kunchi,Bihār,India
Indiana,Pennsylvania,United States
Paura Madan Singh,Bihār,India
Imsida,Imsida,Malta
Nilavārappatti,Tamil Nādu,India
Marton,Middlesbrough,United Kingdom
Chanteloup-les-Vignes,Île-de-France,France
Shepton Mallet,Somerset,United Kingdom
Wicklow,Wicklow,Ireland
Đà Nẵng,Đà Nẵng,Vietnam
Seonār,Bihār,India
Boudenib,Drâa-Tafilalet,Morocco
Whitchurch,Shropshire,United Kingdom
Panamarattuppatti,Tamil Nādu,India
Capodrise,Campania,Italy
Ponteland,Northumberland,United Kingdom
La Grange Park,Illinois,United States
Samayanallūr,Tamil Nādu,India
Castlebar,Mayo,Ireland
Ayapango,México,Mexico
Buckhurst Hill,Essex,United Kingdom
Sinop,Sinop,Turkey
Mānsinghpur Bijrauli,Bihār,India
Stanwell,Surrey,United Kingdom
Ormesson-sur-Marne,Île-de-France,France
Newport,Telford and Wrekin,United Kingdom
Eccleston,St. Helens,United Kingdom
Dhāmua,West Bengal,India
Beaumont,Auvergne-Rhône-Alpes,France
Bothell East,Washington,United States
Koila Dewa,Bihār,India
Tetela del Volcán,Morelos,Mexico
Cupar,Fife,United Kingdom
Dudhpura,Bihār,India
Bardīha Turki,Bihār,India
Platón Sánchez,Veracruz,Mexico
Arniya,Bihār,India
Pachāhi,Bihār,India
Kaith,Bihār,India
Maromme,Normandie,France
Domžale,Domžale,Slovenia
Stranraer,Dumfries and Galloway,United Kingdom
Gżira,Gżira,Malta
Kumharsan,Bihār,India
Lathasepura,Bihār,India
Bāzid Chak Kasturi,Bihār,India
Somnāha,Bihār,India
Tixkokob,Yucatán,Mexico
Longbenton,Newcastle upon Tyne,United Kingdom
Corinda,Queensland,Australia
Acanceh,Yucatán,Mexico
Sečanj,Sečanj,Serbia
Avocado Heights,California,United States
Swieqi,Swieqi,Malta
Coatesville,Pennsylvania,United States
Kingston,Pennsylvania,United States
Mudichchur,Tamil Nādu,India
Carpinteria,California,United States
Mariental,Hardap,Namibia
Drochia,Drochia,Moldova
Sahuli,Bihār,India
Żebbuġ,Żebbuġ,Malta
Woodland Park,New Jersey,United States
Delémont,Jura,Switzerland
Adalpur,Bihār,India
Amwa Majhār,Bihār,India
Nieuw Nickerie,Nickerie,Suriname
Maili,Hawaii,United States
Meliana,Valencia,Spain
Lydney,Gloucestershire,United Kingdom
Mannarai,Tamil Nādu,India
Barnoldswick,Lancashire,United Kingdom
Pajacuarán,Michoacán,Mexico
Montigny-en-Gohelle,Hauts-de-France,France
La Trinitaria,Chiapas,Mexico
Druskininkai,Druskininkai,Lithuania
Phulmālik,Bihār,India
Jarville-la-Malgrange,Grand Est,France
Kibuye,Western Province,Rwanda
Ridgefield Park,New Jersey,United States
Rangvāsa,Madhya Pradesh,India
Handsworth,Sheffield,United Kingdom
Tubmanburg,Bomi,Liberia
Novi Bečej,Novi Bečej,Serbia
Amolatar,Amolatar,Uganda
Kargahiā Purab,Bihār,India
Kampel,Madhya Pradesh,India
Bocas del Toro,Bocas del Toro,Panama
Chettipālaiyam,Tamil Nādu,India
Pongalūr,Tamil Nādu,India
Evington,Leicestershire,United Kingdom
Crosne,Île-de-France,France
Nārsingi,Andhra Pradesh,India
San Ignacio Cohuirimpo,Sonora,Mexico
Wilnecote,Staffordshire,United Kingdom
Inverurie,Aberdeenshire,United Kingdom
Cuatro Ciénegas de Carranza,Coahuila,Mexico
San Juanito,Chihuahua,Mexico
Launceston,Cornwall,United Kingdom
Bhawānīpur,Bihār,India
Steinbach am Taunus,Hesse,Germany
Puck,Pomorskie,Poland
Serere,Serere,Uganda
Nova Gorica,Nova Gorica,Slovenia
Żejtun,Żejtun,Malta
Hellesdon,Norfolk,United Kingdom
Bishunpur,Bihār,India
Broadstone,,United Kingdom
Rāmnagar Bankat,Bihār,India
Marquette-lès-Lille,Hauts-de-France,France
Abasingammedda,Central,Sri Lanka
Älta,Stockholm,Sweden
Steinkjer,Trøndelag,Norway
Na Sceirí,Fingal,Ireland
Tlahualilo de Zaragoza,Durango,Mexico
Perūr,Tamil Nādu,India
Littleport,Cambridgeshire,United Kingdom
Ghanīpur Bejha,Bihār,India
Qutubpur,Bihār,India
Pelham,New York,United States
Croissy-sur-Seine,Île-de-France,France
Alagappapuram,Tamil Nādu,India
Nairn,Highland,United Kingdom
Sugarland Run,Virginia,United States
Gaillard,Auvergne-Rhône-Alpes,France
Psychikó,Attikí,Greece
Procida,Campania,Italy
Ialoveni,Ialoveni,Moldova
Home Gardens,California,United States
Mokarrampur,Bihār,India
Rāmpur Rajwa,Bihār,India
Dumri,Bihār,India
Valga,Valga,Estonia
Naranja,Florida,United States
Fords,New Jersey,United States
Cornelius,Oregon,United States
Obo,Haut-Mbomou,Central African Republic
Daru,Western,Papua New Guinea
Tilehurst,Reading,United Kingdom
Srîfa,Liban-Sud,Lebanon
Lamphun,Lamphun,Thailand
Caudebec-lès-Elbeuf,Normandie,France
Ifield,West Sussex,United Kingdom
Grover Beach,California,United States
Multi,West Bengal,India
Chilmil,Bihār,India
Red Bank,New Jersey,United States
Sītalpur,Bihār,India
Pierre-Bénite,Auvergne-Rhône-Alpes,France
Tottington,Bury,United Kingdom
Tinqueux,Grand Est,France
Amesbury,Wiltshire,United Kingdom
Cuapiaxtla de Madero,Puebla,Mexico
Valadares,Porto,Portugal
Rokiškis,Rokiškis,Lithuania
Mahamda,Bihār,India
San Antonio,Alajuela,Costa Rica
Emeryville,California,United States
Shildon,Durham,United Kingdom
Aţ Ţūr,Janūb Sīnā’,Egypt
Mauji,Bihār,India
Chai Nat,Chai Nat,Thailand
Chāndpur,West Bengal,India
Nayānagar,Bihār,India
Phaphot,Bihār,India
Helston,Cornwall,United Kingdom
Solindābād,Bihār,India
Morsand,Bihār,India
Sāhāpur,West Bengal,India
Aberbargoed,Caerphilly,United Kingdom
Kanoni,Gomba,Uganda
Choppington,Northumberland,United Kingdom
Kotor,Kotor,Montenegro
Salisbury,New York,United States
Ciudad Tula,Tamaulipas,Mexico
Ghoswāri,Bihār,India
Pipra Dewās,Bihār,India
Zaandijk,Noord-Holland,Netherlands
Sihma,Bihār,India
San Ġiljan,San Ġiljan,Malta
Hînceşti,Hînceşti,Moldova
Attard,Attard,Malta
Chapeltown,Sheffield,United Kingdom
Tərtər,Tərtər,Azerbaijan
Dumri,Bihār,India
Krapina,Krapinsko-Zagorska Županija,Croatia
Nueva Palmira,Colonia,Uruguay
Las Tablas,Los Santos,Panama
Sîngerei,Sîngerei,Moldova
Sohāna,Punjab,India
Culfa,Culfa,Azerbaijan
Avranches,Normandie,France
Sānrha,Bihār,India
Gorey,Wexford,Ireland
Caldicot,Monmouthshire,United Kingdom
Qufādah,Al Minyā,Egypt
Tlalixtac de Cabrera,Oaxaca,Mexico
San Marzano sul Sarno,Campania,Italy
Teotlaltzingo,Puebla,Mexico
Igny,Île-de-France,France
Encamp,Encamp,Andorra
Fosses,Île-de-France,France
Thorigny-sur-Marne,Île-de-France,France
Tramore,Waterford,Ireland
Masar,Bihār,India
Simarwāra Durgāpur,Bihār,India
Somerville,New Jersey,United States
Bulgan,Bulgan,Mongolia
Dunbar,East Lothian,United Kingdom
Koini,Bihār,India
Kaithinia,Bihār,India
Lālganj,Bihār,India
Meghaul,Bihār,India
San Gregorio Atzompa,Puebla,Mexico
Ettimadai,Tamil Nādu,India
Taraclia,Taraclia,Moldova
Zamora,Zamora-Chinchipe,Ecuador
Warfield,Bracknell Forest,United Kingdom
Ganvié,Atlantique,Benin
Muthābana,West Bengal,India
North Merrick,New York,United States
Anáhuac,Chihuahua,Mexico
Võru,Võru,Estonia
Beyləqan,Beyləqan,Azerbaijan
Mahisānrh,Bihār,India
Mandalgovĭ,Dundgovĭ,Mongolia
Patchogue,New York,United States
Cesa,Campania,Italy
Kondaparti,Andhra Pradesh,India
Glenfield,Leicestershire,United Kingdom
Hithadhoo,Addu,Maldives
Māmobihāt,Bihār,India
Rāmkali,West Bengal,India
Aurāhi,Bihār,India
Broughton Astley,Leicestershire,United Kingdom
Khunays,Monastir,Tunisia
Mālīnagar,Bihār,India
Amgachia,West Bengal,India
Bararam,Bihār,India
Dhangaraha,Bihār,India
Kilchberg,Zürich,Switzerland
Naruār,Bihār,India
Kanchanpur,Bihār,India
Amatlán de los Reyes,Veracruz,Mexico
Xicoténcatl,Tamaulipas,Mexico
Ga-Kgapane,Limpopo,South Africa
Hakkila,Uusimaa,Finland
Chicalim,Goa,India
Alum Rock,California,United States
Río Grande,Puerto Rico,Puerto Rico
Qalāt,Zābul,Afghanistan
Manatí,Puerto Rico,Puerto Rico
Gangāpur Athar,Bihār,India
Eybens,Auvergne-Rhône-Alpes,France
Tekit,Yucatán,Mexico
Sikandarpur,Bihār,India
Bamaiya Harlāl,Bihār,India
Assomada,Santa Catarina,Cabo Verde
Ouédo,Atlantique,Benin
Aioun,Hodh el Gharbi,Mauritania
Choix,Sinaloa,Mexico
Rogerstone,Newport,United Kingdom
Sallaumines,Hauts-de-France,France
Newman,California,United States
Făleşti,Făleşti,Moldova
Neuville-lès-Dieppe,Normandie,France
Jagatpur,Bihār,India
Tzucacab,Yucatán,Mexico
Chuy,Rocha,Uruguay
Ferney-Voltaire,Auvergne-Rhône-Alpes,France
Hasbrouck Heights,New Jersey,United States
Caño Martin Peña,Puerto Rico,Puerto Rico
Barwell,Leicestershire,United Kingdom
Ikkarai Boluvāmpatti,Tamil Nādu,India
South Normanton,Derbyshire,United Kingdom
Kilsyth,North Lanarkshire,United Kingdom
Floreşti,Floreşti,Moldova
Izola,Izola,Slovenia
Malaudh,Punjab,India
Gamharia,Bihār,India
Cimişlia,Cimişlia,Moldova
Horbury,Wakefield,United Kingdom
